,spotify_id,name,followers,popularity,genres,chart_hits
408,04QHNiih9ZesPvals6II1h,MC Marks,887752.0,69,"['funk carioca', 'funk consciente', 'funk ostentacao', 'funk paulista']","['br (2)', 'pt (1)']"
10812,2NpPlwwDVYR5dIj0F31EcC,Leony,41729.0,69,[],"['at (3)', 'be (1)', 'de (3)', 'lu (2)', 'nl (1)', 'ch (2)']"
19040,23wEWD21D4TPYiJugoXmYb,Thalia,4164750.0,69,"['dance pop', 'latin pop', 'mexican pop']","['ar (6)', 'bo (5)', 'bg (1)', 'cl (4)', 'co (2)', 'cr (4)', 'do (2)', 'ec (4)', 'sv (3)', 'gt (4)', 'hn (2)', 'mt (1)', 'mx (8)', 'ni (3)', 'pa (3)', 'py (3)', 'pe (4)', 'es (4)', 'uy (5)']"
6352,7uDdl5V5AETSFY7K3muu22,Arthur Nery,2367978.0,69,"['cdo indie', 'opm']","['ph (11)', 'ae (3)']"
14127,3LvwPiJQJ0da0GurKMToV0,Baby Gang,479708.0,69,"['italian hip hop', 'trap italiana']","['it (34)', 'ma (4)']"
2937,6qgnBH6iDM91ipVXv28OMu,KAYTRANADA,1069134.0,69,"['escape room', 'lgbtq+ hip hop']",['ca (1)']
67860,210Sy1oGhvPu929TKoSVcN,Kotim,3041.0,69,[],
4690,5yG7ZAZafVaAlMTeBybKAL,Iggy Azalea,6098372.0,69,"['australian hip hop', 'dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'rap', 'uk pop', 'viral rap']","['us (7)', 'gb (6)', 'ar (3)', 'au (6)', 'at (3)', 'be (6)', 'bo (2)', 'br (8)', 'bg (7)', 'ca (7)', 'cl (3)', 'co (2)', 'cr (2)', 'cy (5)', 'cz (5)', 'dk (4)', 'do (3)', 'ec (2)', 'sv (3)', 'ee (5)', 'fi (3)', 'fr (2)', 'de (3)', 'gr (7)', 'gt (2)', 'hn (2)', 'hk (6)', 'hu (5)', 'is (3)', 'id (1)', 'ie (6)', 'it (4)', 'lv (4)', 'lt (5)', 'lu (3)', 'my (7)', 'mt (3)', 'mx (3)', 'nl (4)', 'nz (6)', 'ni (2)', 'no (4)', 'pa (2)', 'py (3)', 'pe (2)', 'ph (7)', 'pl (6)', 'pt (6)', 'ro (2)', 'sg (6)', 'sk (5)', 'es (3)', 'se (3)', 'ch (5)', 'tw (8)', 'tr (6)', 'uy (2)', 'vn (1)']"
15968,0MeLMJJcouYXCymQSHPn8g,Sleeping At Last,1276894.0,69,"['ambient worship', 'chamber pop', 'pop']","['at (1)', 'id (1)']"
10036,2CvCyf1gEVhI0mX6aFXmVI,Paul Simon,1932929.0,68,"['classic rock', 'folk', 'folk rock', 'indie r&b', 'mellow gold', 'permanent wave', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']","['gb (1)', 'be (2)', 'ca (1)', 'cz (1)', 'hu (1)', 'ie (1)', 'lu (1)', 'my (1)', 'pl (2)', 'sg (1)', 'se (1)', 'ch (1)', 'tw (1)', 'tr (1)']"
148758,38wxcfNEqMwuPniHvplin5,Neoni,161777.0,68,['alt z'],
8280,1GImnM7WYVp95431ypofy9,Caifanes,2944642.0,68,"['latin alternative', 'latin rock', 'mexican rock', 'nu-cumbia', 'rock en espanol', 'rock urbano mexicano']",['mx (3)']
7338,7gXb99Sf9nNmpNYeAgIQFG,Sub Urban,1332728.0,68,"['modern indie pop', 'viral rap']","['bo (1)', 'bg (1)', 'ca (1)', 'eg (2)', 'sv (1)', 'ee (2)', 'hk (1)', 'in (1)', 'lv (1)', 'lt (1)', 'my (1)', 'ma (1)', 'ph (1)', 'ro (2)', 'sa (2)', 'sg (1)', 'kr (1)', 'ua (1)', 'ae (2)', 'vn (1)']"
7335,2O3v9rCTzLhPFaGaAVgZLt,Río Roma,2498098.0,68,"['latin arena pop', 'latin pop', 'latin viral pop', 'mexican pop']","['ar (1)', 'bo (4)', 'cl (2)', 'cr (2)', 'ec (3)', 'sv (3)', 'gt (4)', 'mx (7)', 'ni (2)', 'pa (2)', 'py (1)', 'pe (6)', 'uy (1)']"
16546,0jeYkqwckGJoHQhhXwgzk3,Cruz Cafuné,218024.0,68,"['rap canario', 'urbano espanol']",['es (3)']
15538,70NcAr4ZtA3FAqU16iQZSb,dhruv,353427.0,68,"['chill r&b', 'nyc pop', 'pop']","['ca (1)', 'in (1)', 'id (1)', 'my (2)', 'ph (2)', 'sa (1)', 'sg (2)', 'kr (1)', 'th (1)', 'ae (1)', 'vn (1)']"
13027,4F4pp8NUW08JuXwnoxglpN,Bad Gyal,793285.0,68,"['neoperreo', 'rap catala', 'rap latina', 'trap catala', 'urbano espanol']","['ar (1)', 'cl (1)', 'es (20)', 'ad (2)']"
19433,46HzS7yz0c9udVwtbHk1sx,Cochise,424081.0,68,"['plugg', 'pluggnb', 'viral rap']","['us (2)', 'au (1)', 'bg (2)', 'ca (1)', 'cy (1)', 'ee (2)', 'is (1)', 'lv (2)', 'lt (1)', 'lu (1)', 'nz (1)', 'ro (2)', 'sa (2)', 'sk (1)', 'za (1)', 'ae (3)']"
17405,6DIS6PRrLS3wbnZsf7vYic,WALK THE MOON,1951754.0,68,"['dance rock', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']","['us (1)', 'gb (1)', 'ar (1)', 'au (1)', 'at (2)', 'be (1)', 'bo (1)', 'br (1)', 'bg (1)', 'ca (1)', 'cl (1)', 'co (1)', 'cr (1)', 'cy (1)', 'cz (1)', 'dk (1)', 'do (1)', 'ec (1)', 'sv (1)', 'ee (1)', 'fi (1)', 'fr (1)', 'de (1)', 'gr (1)', 'gt (1)', 'hn (1)', 'hk (1)', 'hu (1)', 'is (1)', 'ie (1)', 'it (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'my (1)', 'mt (1)', 'mx (1)', 'nl (1)', 'nz (1)', 'ni (1)', 'no (1)', 'pa (1)', 'py (1)', 'pe (1)', 'ph (2)', 'pl (1)', 'pt (1)', 'sg (1)', 'sk (1)', 'za (1)', 'es (1)', 'se (2)', 'ch (1)', 'tw (3)', 'tr (1)', 'uy (1)']"
16894,5J7rXWjtn5HzUkJ4Jet8Fr,Alvaro Diaz,215195.0,68,"['reggaeton', 'trap boricua', 'trap latino']","['ar (1)', 'bo (1)', 'cl (1)', 'co (2)', 'cr (1)', 'do (1)', 'ec (1)', 'sv (1)', 'gt (1)', 'hn (1)', 'mx (1)', 'ni (1)', 'pa (1)', 'py (1)', 'pe (1)', 'es (1)', 'uy (1)']"
17276,6U1dBXJhC8gXFjamvFTmHg,Zac Efron,751236.0,68,"['hollywood', 'pop', 'post-teen pop', 'show tunes']","['us (1)', 'gb (1)', 'au (1)', 'at (1)', 'be (1)', 'bo (1)', 'bg (1)', 'ca (1)', 'co (1)', 'cr (1)', 'cy (1)', 'cz (1)', 'dk (1)', 'do (1)', 'ec (1)', 'sv (1)', 'ee (1)', 'fi (1)', 'fr (1)', 'de (1)', 'gr (1)', 'gt (1)', 'hn (1)', 'hk (1)', 'hu (1)', 'is (1)', 'id (1)', 'ie (1)', 'jp (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'my (1)', 'mt (1)', 'mx (1)', 'nl (1)', 'nz (1)', 'no (1)', 'pa (1)', 'ph (1)', 'pl (1)', 'pt (1)', 'sg (1)', 'sk (1)', 'es (1)', 'se (1)', 'ch (1)', 'tw (1)', 'th (1)', 'vn (1)']"
103346,2LhsePRtgCo4THVKULQBL7,L.V.,13188.0,68,[],
6404,7cjh6y0V9SsyCrWSXTzwOs,RBD,1430756.0,68,['latin pop'],"['bo (1)', 'br (13)', 'cl (1)', 'co (11)', 'cr (1)', 'ec (13)', 'sv (8)', 'hn (1)', 'mx (11)', 'ni (11)', 'pa (1)', 'py (1)', 'pe (13)']"
18962,70nxnxEqDQIEWneRjg2Q4O,Adolescent's Orquesta,667398.0,68,"['salsa', 'salsa venezolana', 'tropical']","['co (1)', 'do (1)', 'ec (1)', 'sv (1)', 'gt (1)', 'mx (1)', 'ni (1)', 'pe (2)']"
2989,3YcBF2ttyueytpXtEzn1Za,Incubus,2941817.0,68,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'nu metal', 'pop rock', 'post-grunge', 'rock']","['us (2)', 'au (1)', 'ca (2)', 'my (1)', 'ph (1)', 'pl (1)', 'sg (1)']"
44136,5344K3N7rx7kw1HjO8psuq,James Carter,27178.0,68,"['covertronica', 'dance pop', 'deep house', 'edm', 'pop dance', 'pop edm', 'tropical house']",
3876,2z2TRvloJt4EfUNQp9rHAi,Alonzo,1627428.0,68,"['francoton', 'french hip hop', 'pop urbaine', 'rap francais', 'rap marseille']","['be (3)', 'fr (68)', 'lu (2)', 'ma (2)', 'ch (2)']"
3782,6rs1KAoQnFalSqSU4LTh8g,back number,3192164.0,68,"['j-pop', 'j-rock']",['jp (17)']
4858,5FVBduYaeVBb6JIghza7v6,Santhosh Narayanan,1091438.0,68,"['filmi', 'tamil pop']",['in (4)']
2910,0lZoBs4Pzo7R89JM9lxwoT,Duran Duran,2391725.0,68,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'rock', 'synthpop']",['it (1)']
19406,5Vuvs6Py2JRU7WiFDVsI7J,Lucky Daye,440587.0,68,"['pop', 'r&b']","['us (1)', 'gb (1)', 'au (1)', 'bg (1)', 'ca (1)', 'cy (1)', 'dk (1)', 'ee (1)', 'lt (1)', 'lu (1)', 'nz (1)', 'no (1)', 'pt (1)', 'ro (1)', 'sa (1)', 'za (1)', 'ch (1)', 'ae (1)']"
80091,0OS0NZnK7TGIAWx8MkWNFN,Intense,68069.0,68,"['desi hip hop', 'punjabi pop']",
15784,1fZAAHNWdSM5gqbi9o5iEA,Chivas,171819.0,68,"['polish hip hop', 'polish trap']",['pl (18)']
11229,5G9kmDLg3OeUyj8KVBLzbu,mike.,523568.0,68,"['indie pop rap', 'pop rap', 'rhode island rap']","['ca (1)', 'cz (1)', 'ee (1)', 'gr (1)', 'hk (1)', 'hu (1)', 'lv (1)', 'lt (1)', 'my (1)', 'ph (1)', 'sg (1)', 'sk (1)', 'tw (1)', 'tr (1)']"
8552,0zOcE3mg9nS6l3yxt1Y0bK,The Fray,3706579.0,68,"['neo mellow', 'piano rock', 'pop', 'pop rock']","['us (1)', 'gb (1)', 'au (1)', 'at (1)', 'be (1)', 'ca (2)', 'cz (1)', 'dk (1)', 'de (1)', 'gr (1)', 'hu (1)', 'ie (1)', 'my (2)', 'mt (1)', 'no (1)', 'ph (1)', 'sg (2)', 'sk (1)', 'se (1)', 'ch (1)', 'tw (1)']"
4409,50sIhX3HytFEwQXZJLUZQE,Alejo,27016.0,68,"['reggaeton', 'trap latino']","['ar (1)', 'bo (1)', 'cl (1)', 'co (1)', 'cr (1)', 'do (1)', 'ec (1)', 'sv (1)', 'gt (1)', 'hn (1)', 'mx (1)', 'ni (1)', 'pa (1)', 'py (1)', 'pe (1)', 'es (1)', 'uy (1)']"
7345,2QMsj4XJ7ne2hojxt6v5eb,Riley Green,472935.0,68,"['contemporary country', 'country', 'country road']",['us (1)']
16293,4WqXqPmUuenMIr4QaFrZXN,Saucy Dog,585132.0,68,"['j-indie', 'j-pop', 'japanese alternative rock']",['jp (8)']
1127,4pnp4w9g30yLfVIAFnZMRd,ACRAZE,72315.0,68,[],"['us (1)', 'gb (1)', 'ar (1)', 'au (1)', 'at (1)', 'be (1)', 'bo (1)', 'br (1)', 'bg (1)', 'ca (1)', 'cl (1)', 'co (1)', 'cr (1)', 'cy (1)', 'cz (1)', 'dk (1)', 'do (1)', 'ec (1)', 'ee (2)', 'fi (1)', 'fr (1)', 'de (1)', 'gr (1)', 'hk (1)', 'hu (1)', 'is (1)', 'ie (1)', 'il (1)', 'it (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'my (1)', 'mx (1)', 'ma (1)', 'nl (1)', 'nz (1)', 'no (1)', 'pa (1)', 'py (1)', 'pe (1)', 'ph (1)', 'pl (1)', 'pt (1)', 'ro (1)', 'ru (1)', 'sa (1)', 'sg (1)', 'sk (1)', 'za (1)', 'kr (1)', 'es (1)', 'se (1)', 'ch (1)', 'tw (1)', 'tr (1)', 'ua (1)', 'ae (1)', 'uy (1)']"
4782,7DQYAz99eM3Y5PkP9WtUew,Jax,295000.0,68,['gen z singer-songwriter'],"['us (1)', 'gb (1)', 'au (1)', 'ca (1)', 'dk (1)', 'ie (1)', 'nz (1)', 'no (1)', 'kr (1)', 'se (1)', 'vn (1)']"
6206,4RSyJzf7ef6Iu2rnLdabNq,Willy William,205983.0,68,['francoton'],"['at (1)', 'be (2)', 'bg (1)', 'ee (1)', 'fi (1)', 'fr (4)', 'de (1)', 'gr (1)', 'hu (1)', 'it (1)', 'lu (1)', 'nl (2)', 'no (1)', 'pl (1)', 'ch (2)', 'tr (1)']"
84648,0Y4inQK6OespitzD6ijMwb,Freddie Gibbs,1033215.0,68,"['alternative hip hop', 'hip hop', 'indiana hip hop', 'rap', 'southern hip hop', 'underground hip hop']",
11080,6FugQjLquBF4JzATRN70bR,Yot Club,212043.0,68,"['bedroom pop', 'indie pop']","['us (1)', 'ee (1)', 'lv (1)', 'lt (1)', 'ro (1)', 'ae (1)']"
5043,5wJ1H6ud777odtZl5gG507,Vishal Mishra,720098.0,68,"['desi pop', 'modern bollywood']",['in (8)']
3586,2gduEC76ry33RVurAvT05p,Nathan Dawe,70092.0,68,"['dance pop', 'house', 'pop dance', 'tropical house', 'uk dance', 'uk pop']","['gb (5)', 'at (1)', 'be (1)', 'bg (1)', 'cy (2)', 'cz (1)', 'dk (2)', 'ee (2)', 'fi (1)', 'fr (1)', 'de (1)', 'hu (1)', 'is (2)', 'ie (5)', 'lv (2)', 'lt (1)', 'lu (1)', 'nl (1)', 'no (2)', 'pl (1)', 'sk (1)', 'za (1)', 'se (1)', 'ch (1)', 'ae (1)']"
9462,6XFc29m1ptfUNmaa1UTuBT,MC Joãozinho VT,230774.0,68,"['funk carioca', 'funk ostentacao', 'funk paulista']",['br (2)']
16457,5yOvAmpIR7hVxiS6Ls5DPO,Omah Lay,665118.0,68,['afro dancehall'],"['us (1)', 'gb (1)', 'at (1)', 'be (1)', 'ca (1)', 'cy (1)', 'dk (1)', 'de (1)', 'hk (1)', 'is (1)', 'lu (1)', 'nl (1)', 'no (1)', 'za (1)', 'kr (1)', 'se (1)', 'ch (1)', 'tw (1)', 'ae (1)', 'vn (1)']"
11848,5bv5RplEOwdCvhq0EILh9E,Lucenzo,123081.0,68,"['francoton', 'french pop', 'reggaeton']","['fr (3)', 'lu (3)']"
25923,7iTLGcddv1bOPirdYJjKVy,Dj Yo!,71673.0,68,[],
3675,6wPhSqRtPu1UhRCDX5yaDJ,The Pussycat Dolls,5208348.0,68,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'urban contemporary']","['gb (1)', 'br (1)', 'bg (1)', 'cy (1)', 'ee (1)', 'gr (1)', 'hu (1)', 'ie (1)', 'mt (1)', 'ph (1)']"
28735,1dJyh390MvfYPuNbhnbSDs,María José,2077337.0,68,"['latin pop', 'mexican pop', 'ranchera']",
7809,5xegBBY3vjR75woVR9kiy7,Ghostface Playa,138341.0,68,['drift phonk'],"['bg (1)', 'ee (1)', 'lv (1)', 'lt (1)', 'ru (1)', 'ua (2)']"
182,64d1rUxfizSAOE9UbMnUZd,Sezen Aksu,6287949.0,68,['turkish pop'],['tr (38)']
12073,5sSzCxHtgL82pYDvx2QyEU,Devi Sri Prasad,5932469.0,68,"['filmi', 'tollywood']","['in (5)', 'ae (1)']"
13436,6veh5zbFpm31XsPdjBgPER,BIA,370420.0,68,"['pop', 'r&b', 'rap', 'rap latina', 'trap queen']","['us (3)', 'bg (2)', 'ca (3)', 'cy (1)', 'sa (2)', 'za (2)', 'ae (1)']"
9746,4cdyqaBREB68H77QKCrKP1,Dubdogz,352686.0,68,"['brazilian bass', 'brazilian edm']","['fr (1)', 'lu (1)']"
6427,6Ha4aES39QiVjR0L2lwuwq,Yo Gotti,3942282.0,68,"['dirty south rap', 'gangster rap', 'hip hop', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']","['us (9)', 'au (1)', 'bg (2)', 'ca (5)', 'gr (2)', 'is (1)', 'lu (1)', 'nz (1)']"
864,4QVBYiagIaa6ZGSPMbybpy,Pedro Capó,1525705.0,68,"['latin pop', 'puerto rican pop']","['us (1)', 'ar (2)', 'at (1)', 'be (1)', 'bo (2)', 'br (1)', 'bg (1)', 'ca (1)', 'cl (2)', 'co (2)', 'cr (2)', 'cy (1)', 'cz (1)', 'do (1)', 'ec (2)', 'sv (2)', 'ee (1)', 'fr (3)', 'de (1)', 'gr (1)', 'gt (2)', 'hn (2)', 'hk (1)', 'hu (1)', 'in (1)', 'il (1)', 'it (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'my (1)', 'mt (1)', 'mx (2)', 'ma (1)', 'nl (1)', 'ni (2)', 'no (2)', 'pa (3)', 'py (2)', 'pe (2)', 'pl (1)', 'pt (1)', 'ro (3)', 'sg (1)', 'sk (1)', 'es (1)', 'se (1)', 'ch (1)', 'tw (1)', 'th (1)', 'uy (2)']"
17032,2zWqENF4cnsd1nLmraG9IE,DJ Lucas Beat,418016.0,68,['funk carioca'],"['br (4)', 'py (2)', 'pt (2)']"
9710,3tPQOjkxO3mrYrrgkTeXgH,Nikhita Gandhi,270155.0,68,"['desi pop', 'modern bollywood']",['in (1)']
862,66Ok6bgC570sHkw08N20pZ,OBOY,631475.0,68,"['french hip hop', 'pop urbaine', 'rap francais']","['be (4)', 'fr (21)', 'lu (2)', 'ma (3)', 'ch (4)']"
10383,76Pl0epAMXVXJspaSuz8im,Freeze corleone,599772.0,68,"['drill francais', 'french hip hop', 'melodic drill', 'pop urbaine', 'rap francais']","['be (18)', 'fr (30)', 'lu (4)', 'ma (5)', 'ch (11)']"
12724,1RBzGO6Nm3uyhUSxP7EDWO,Kevin Roldan,5010647.0,68,"['latin hip hop', 'perreo', 'reggaeton', 'reggaeton colombiano', 'reggaeton flow', 'trap latino']","['ar (7)', 'bo (5)', 'cl (14)', 'co (27)', 'cr (4)', 'do (5)', 'ec (16)', 'sv (7)', 'gt (15)', 'hn (8)', 'mt (2)', 'mx (9)', 'ni (3)', 'pa (8)', 'py (10)', 'pe (7)', 'es (14)', 'uy (9)', 'ad (1)']"
5409,3ZaPFQ05J5qSM5I3Smbp44,Tevvez,218569.0,68,[],"['ee (1)', 'lt (1)', 'no (1)', 'pl (1)', 'sk (1)']"
4488,204IwDdaHE4ymGk9Kya2pY,Djonga,1526840.0,68,"['afrofuturismo brasileiro', 'rap mineiro']",['br (20)']
15799,5kVZa4lFUmAQlBogl1fkd6,Aimyon,4059440.0,68,"['j-acoustic', 'j-pop']",['jp (38)']
9236,4IJczjB0fJ04gs4uvP0Fli,Gym Class Heroes,1393508.0,68,"['dance pop', 'pop rap']","['us (1)', 'gb (1)', 'au (2)', 'at (1)', 'be (1)', 'bg (1)', 'ca (1)', 'cy (1)', 'cz (1)', 'eg (1)', 'ee (1)', 'fi (2)', 'fr (1)', 'gr (1)', 'hk (1)', 'hu (1)', 'is (1)', 'in (1)', 'ie (1)', 'il (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'nz (1)', 'no (1)', 'pl (1)', 'ro (1)', 'sa (1)', 'sg (2)', 'sk (1)', 'se (1)', 'ch (1)', 'tw (1)', 'ae (2)']"
18438,37czgDRfGMvgRiUKHvnnhj,Öwnboss,51324.0,68,['brazilian edm'],"['at (1)', 'be (1)', 'cz (1)', 'ee (1)', 'fr (1)', 'de (1)', 'hu (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'nl (1)', 'pl (1)', 'ru (1)', 'sk (1)', 'ch (1)', 'ua (1)']"
10984,7i9j813KFoSBMldGqlh2Z1,Riton,103090.0,68,"['dance pop', 'edm', 'house', 'pop dance', 'tropical house', 'uk dance']","['us (1)', 'gb (4)', 'au (3)', 'at (2)', 'be (4)', 'bg (1)', 'ca (1)', 'co (1)', 'cy (1)', 'cz (2)', 'dk (2)', 'ec (1)', 'ee (2)', 'fi (2)', 'fr (2)', 'de (2)', 'gr (1)', 'hk (1)', 'hu (2)', 'is (1)', 'ie (4)', 'il (1)', 'it (2)', 'lv (2)', 'lt (2)', 'lu (2)', 'mt (1)', 'ma (1)', 'nl (3)', 'nz (1)', 'no (1)', 'pe (1)', 'pl (1)', 'pt (1)', 'ro (1)', 'sa (1)', 'sg (1)', 'sk (2)', 'za (1)', 'kr (1)', 'es (1)', 'se (1)', 'ch (2)', 'tw (1)', 'tr (2)', 'ua (1)', 'ae (1)', 'uy (1)', 'ad (1)']"
4618,68kEuyFKyqrdQQLLsmiatm,Vince Staples,1639634.0,68,"['conscious hip hop', 'hip hop', 'rap', 'underground hip hop']","['us (4)', 'gb (1)', 'au (3)', 'bg (2)', 'ca (2)', 'dk (1)', 'ee (1)', 'gr (1)', 'hu (1)', 'is (1)', 'ie (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'my (1)', 'mt (1)', 'nl (1)', 'nz (2)', 'no (1)', 'pl (1)', 'pt (1)', 'sg (1)', 'sk (1)', 'ch (1)', 'th (1)']"
10387,4NEYQeEYBUjfaXgDQGvFvu,Franco De Vita,4231118.0,68,"['latin arena pop', 'latin pop', 'rock en espanol']","['ec (1)', 'ni (4)']"
15806,5rQoBDKFnd1n6BkdbgVaRL,Guru Randhawa,12434230.0,68,"['desi hip hop', 'desi pop', 'modern bollywood']",['in (27)']
9011,4VVEpEhC8NcR7AqNEds42U,Chimbala,454684.0,68,"['dembow', 'dominican pop', 'rap dominicano', 'reggaeton', 'trap latino']","['do (10)', 'ni (1)', 'es (3)']"
3754,1l8Fu6IkuTP0U5QetQJ5Xt,Fifth Harmony,14789933.0,68,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']","['us (11)', 'gb (8)', 'ar (6)', 'au (9)', 'at (6)', 'be (9)', 'bo (6)', 'br (28)', 'bg (11)', 'ca (16)', 'cl (7)', 'co (8)', 'cr (5)', 'cy (6)', 'cz (12)', 'dk (6)', 'do (9)', 'ec (8)', 'sv (10)', 'ee (9)', 'fi (6)', 'fr (5)', 'de (5)', 'gr (18)', 'gt (8)', 'hn (6)', 'hk (7)', 'hu (14)', 'is (8)', 'id (7)', 'ie (8)', 'it (5)', 'jp (2)', 'lv (11)', 'lt (14)', 'lu (7)', 'my (10)', 'mt (12)', 'mx (8)', 'nl (7)', 'nz (11)', 'ni (7)', 'no (6)', 'pa (11)', 'py (8)', 'pe (9)', 'ph (11)', 'pl (9)', 'pt (12)', 'sg (10)', 'sk (13)', 'es (8)', 'se (6)', 'ch (7)', 'tw (12)', 'th (3)', 'tr (6)', 'uy (9)', 'ad (1)']"
3631,69MEO1AADKg1IZrq2XLzo5,UB40,2053940.0,68,"['reggae fusion', 'uk reggae']","['gb (1)', 'nl (1)', 'nz (1)']"
17713,19eLuQmk9aCobbVDHc6eek,Louis Armstrong,2535530.0,68,"['adult standards', 'dixieland', 'harlem renaissance', 'jazz trumpet', 'new orleans jazz', 'swing', 'vocal jazz']","['us (1)', 'at (1)', 'ca (1)', 'fr (1)', 'hu (1)', 'es (1)', 'se (1)']"
5390,02Tq76MwpeoRu3BHIAiaio,Yura Yunita,1034610.0,68,"['indonesian jazz', 'indonesian pop', 'indonesian singer-songwriter']",['id (12)']
57783,1YzaVDzA3EdEipDSUeNQER,Speed Radio,11924.0,68,[],
8667,7c53ZFyajVMTo08HmvoB6b,zzoilo,70610.0,68,[],"['ar (1)', 'bo (1)', 'cl (1)', 'co (1)', 'cr (1)', 'do (1)', 'ec (1)', 'sv (1)', 'gt (1)', 'hn (1)', 'lu (1)', 'mx (1)', 'ni (1)', 'pa (1)', 'py (1)', 'pe (1)', 'pt (1)', 'es (2)', 'ch (1)', 'uy (1)']"
16377,7oPgCQqMMXEXrNau5vxYZP,Tracy Chapman,1350207.0,68,"['folk', 'lilith', 'singer-songwriter', 'women's music']","['gb (1)', 'au (1)', 'be (1)', 'dk (1)', 'is (1)', 'ie (1)', 'nl (1)', 'nz (1)', 'no (1)', 'se (1)']"
28156,7gcCQIlkkfbul5Mt0jBQkg,Dave Stewart,24283.0,68,"['new wave pop', 'rock keyboard']",
55811,4tuJ0bMpJh08umKkEXKUI5,Gracie Abrams,615931.0,68,"['alt z', 'indie pop', 'pop', 'uk pop']",
19038,2jHp7gQArCQrlMvdrIVFCg,Anson Seabra,818065.0,68,"['gen z singer-songwriter', 'pop', 'uk pop']","['sg (1)', 'vn (1)']"
15814,5K8Rmjmf4RZFffz94EmBRt,Zé Vaqueiro,4229417.0,68,"['arrocha', 'forro de favela']",['br (12)']
69459,77DAFfvm3O9zT5dIoG0eIO,Kyla,12786.0,68,['uk funky'],
7312,3pjq2pDV9RR6VY55wBjVnp,Dardan,953804.0,68,"['albanian hip hop', 'german hip hop']","['at (48)', 'fi (1)', 'de (52)', 'lu (13)', 'se (1)', 'ch (46)']"
18176,3mmI5HKArDwgggj4j0aJyC,BHZ,269701.0,68,"['german alternative rap', 'german hip hop', 'german trap']","['at (9)', 'de (17)', 'lu (2)', 'ch (8)']"
18051,2F9pvj94b52wGKs0OqiNi2,Babasónicos,1113249.0,68,"['argentine rock', 'electronica argentina', 'latin alternative', 'latin rock', 'pop electronico', 'rock en espanol']","['ar (11)', 'uy (1)']"
17546,3QVolfxko2UyCOtexhVTli,Angèle,2415217.0,68,"['belgian pop', 'variete francaise']","['be (31)', 'fr (31)', 'lu (9)', 'ma (1)', 'ch (18)']"
85676,0aMqt2uGLuHj4eI8oXgVzN,Christian Chávez,147006.0,68,['mexican pop'],
7126,6gto7HVNhu4ARE3P3g8Y5Y,Kollegah,1437311.0,68,['german hip hop'],"['at (97)', 'de (158)', 'lu (8)', 'ch (66)']"
18714,03PnQHlbH5nDDVX3hNg628,Dj GM,55065.0,68,"['funk carioca', 'funk ostentacao']",['br (1)']
885,3Fl1V19tmjt57oBdxXKAjJ,Blueface,5364910.0,68,"['cali rap', 'trap']","['us (6)', 'gb (2)', 'au (3)', 'at (1)', 'be (2)', 'bg (2)', 'ca (5)', 'cy (2)', 'cz (2)', 'dk (2)', 'do (1)', 'ee (3)', 'fi (2)', 'de (2)', 'gr (2)', 'hk (2)', 'hu (2)', 'is (3)', 'in (2)', 'ie (3)', 'il (2)', 'it (1)', 'lv (3)', 'lt (3)', 'lu (2)', 'my (1)', 'mt (3)', 'nl (1)', 'nz (3)', 'no (2)', 'pt (2)', 'ro (3)', 'sg (2)', 'sk (2)', 'se (1)', 'ch (1)', 'tw (2)']"
17208,4hz8tIajF2INpgM0qzPJz2,Rainbow Kitten Surprise,775663.0,68,['modern rock'],"['us (1)', 'ca (1)', 'ee (1)', 'lv (1)', 'lt (1)']"
5141,3OsRAKCvk37zwYcnzRf5XF,Moby,1579541.0,68,"['downtempo', 'electronica']","['at (1)', 'br (1)', 'de (1)']"
5435,6oBm8HB0yfrIc9IHbxs6in,Lykke Li,1698551.0,68,"['art pop', 'electropop', 'pop', 'swedish electropop', 'swedish indie pop', 'swedish pop']","['ar (1)', 'be (1)', 'br (1)', 'fr (1)', 'gr (1)', 'it (1)', 'lt (2)', 'pl (1)', 'pt (1)', 'es (1)', 'se (3)', 'ch (1)']"
1470,5gznATMVO85ZcLTkE9ULU7,Lenny Kravitz,2689778.0,68,"['permanent wave', 'pop rock', 'rock']","['at (1)', 'be (1)', 'ca (1)', 'fi (1)', 'fr (1)', 'de (1)', 'it (1)', 'nl (1)', 'pl (1)', 'ch (1)']"
