,spotify_id,name,followers,popularity,genres,chart_hits
6550,6XyY86QOPPrYVGvF9ch6wz,Linkin Park,21701335.0,82,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']","['us (12)', 'gb (15)', 'ar (3)', 'au (14)', 'at (24)', 'be (13)', 'bo (14)', 'br (10)', 'bg (32)', 'ca (10)', 'cl (4)', 'co (9)', 'cr (14)', 'cy (10)', 'cz (33)', 'dk (4)', 'do (4)', 'ec (4)', 'sv (14)', 'ee (19)', 'fi (14)', 'fr (4)', 'de (26)', 'gr (15)', 'gt (11)', 'hn (5)', 'hk (21)', 'hu (32)', 'is (4)', 'id (19)', 'ie (8)', 'it (15)', 'lv (24)', 'lt (20)', 'lu (22)', 'my (30)', 'mt (22)', 'mx (4)', 'nl (4)', 'nz (9)', 'ni (6)', 'no (4)', 'pa (9)', 'py (10)', 'pe (8)', 'ph (14)', 'pl (19)', 'pt (23)', 'ru (1)', 'sg (26)', 'sk (24)', 'es (3)', 'se (4)', 'ch (17)', 'tw (32)', 'tr (4)', 'ua (2)', 'uy (3)']"
13940,2tIP7SsRs7vjIcLrU85W8J,The Kid LAROI,3981889.0,82,"['australian hip hop', 'pop']","['us (22)', 'gb (12)', 'ar (1)', 'au (30)', 'at (7)', 'be (7)', 'bo (1)', 'br (1)', 'bg (7)', 'ca (20)', 'cl (1)', 'co (1)', 'cr (1)', 'cy (8)', 'cz (6)', 'dk (13)', 'do (1)', 'ec (1)', 'eg (4)', 'sv (1)', 'ee (11)', 'fi (7)', 'fr (3)', 'de (5)', 'gr (5)', 'gt (1)', 'hn (1)', 'hk (7)', 'hu (8)', 'is (9)', 'in (3)', 'id (1)', 'ie (12)', 'il (6)', 'it (3)', 'jp (2)', 'lv (8)', 'lt (7)', 'lu (7)', 'my (4)', 'mt (1)', 'mx (1)', 'ma (3)', 'nl (7)', 'nz (17)', 'ni (1)', 'no (13)', 'pa (2)', 'py (1)', 'pe (1)', 'ph (4)', 'pl (3)', 'pt (8)', 'ro (7)', 'ru (1)', 'sa (5)', 'sg (5)', 'sk (7)', 'za (9)', 'kr (5)', 'es (3)', 'se (6)', 'ch (7)', 'tw (5)', 'th (3)', 'tr (1)', 'ua (3)', 'ae (9)', 'uy (1)', 'vn (2)']"
5731,2kCcBybjl3SAtIcwdWpUe3,Lil Peep,8967975.0,82,"['emo rap', 'lgbtq+ hip hop']","['us (14)', 'gb (10)', 'ar (1)', 'au (5)', 'at (11)', 'be (2)', 'bo (1)', 'br (1)', 'bg (16)', 'ca (10)', 'cl (1)', 'co (1)', 'cr (1)', 'cy (8)', 'cz (27)', 'dk (6)', 'do (1)', 'ec (1)', 'sv (1)', 'ee (29)', 'fi (15)', 'fr (2)', 'de (10)', 'gr (11)', 'gt (1)', 'hn (1)', 'hk (2)', 'hu (16)', 'is (13)', 'id (1)', 'ie (7)', 'il (1)', 'it (1)', 'jp (1)', 'lv (31)', 'lt (22)', 'lu (10)', 'my (1)', 'mt (11)', 'mx (1)', 'nl (1)', 'nz (6)', 'ni (1)', 'no (9)', 'pa (1)', 'py (1)', 'pe (1)', 'ph (1)', 'pl (21)', 'pt (4)', 'ro (14)', 'ru (4)', 'sg (2)', 'sk (30)', 'es (1)', 'se (10)', 'ch (7)', 'tw (2)', 'th (1)', 'tr (1)', 'ua (5)', 'uy (1)', 'vn (1)']"
1538,0pePYDrJGk8gqMRbXrLJC8,Luis R Conriquez,1255540.0,82,"['corrido', 'nueva musica mexicana']",['mx (3)']
13236,2ye2Wgw4gimLv2eAKyk1NB,Metallica,22119035.0,82,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']","['us (2)', 'gb (1)', 'ar (1)', 'au (2)', 'at (5)', 'be (9)', 'bo (1)', 'br (3)', 'bg (15)', 'ca (2)', 'cl (2)', 'co (1)', 'cr (12)', 'cy (2)', 'cz (8)', 'dk (1)', 'ec (3)', 'sv (1)', 'ee (9)', 'fi (15)', 'fr (1)', 'de (5)', 'gr (13)', 'gt (3)', 'hn (1)', 'hu (13)', 'is (8)', 'ie (2)', 'il (1)', 'it (1)', 'lv (4)', 'lt (5)', 'lu (3)', 'mt (1)', 'mx (1)', 'nl (1)', 'nz (2)', 'ni (1)', 'no (7)', 'pa (1)', 'pe (1)', 'pl (14)', 'pt (9)', 'ro (3)', 'sa (1)', 'sg (1)', 'sk (13)', 'se (9)', 'ch (3)', 'tr (10)', 'ua (1)', 'ae (1)']"
12817,1SupJlEpv7RS2tPNRaHViT,Nicky Jam,17688765.0,82,"['latin hip hop', 'reggaeton', 'trap latino']","['us (4)', 'gb (2)', 'ar (25)', 'au (2)', 'at (5)', 'be (5)', 'bo (28)', 'br (4)', 'bg (6)', 'ca (3)', 'cl (30)', 'co (36)', 'cr (23)', 'cy (4)', 'cz (5)', 'dk (3)', 'do (30)', 'ec (29)', 'sv (27)', 'ee (6)', 'fi (4)', 'fr (4)', 'de (5)', 'gr (5)', 'gt (30)', 'hn (27)', 'hk (3)', 'hu (5)', 'is (3)', 'ie (2)', 'il (2)', 'it (12)', 'jp (1)', 'lv (5)', 'lt (6)', 'lu (8)', 'my (3)', 'mt (7)', 'mx (19)', 'nl (8)', 'nz (2)', 'ni (22)', 'no (3)', 'pa (30)', 'py (25)', 'pe (30)', 'ph (1)', 'pl (4)', 'pt (11)', 'ro (3)', 'sg (3)', 'sk (6)', 'es (28)', 'se (4)', 'ch (12)', 'tw (3)', 'th (1)', 'tr (2)', 'uy (27)', 'vn (1)', 'ad (3)']"
4370,2nszmSgqreHSdJA3zWPyrW,Luis Miguel,10461701.0,81,"['bolero', 'latin pop']","['ar (11)', 'bo (5)', 'cl (8)', 'cr (5)', 'do (5)', 'ec (8)', 'sv (6)', 'gt (4)', 'hn (6)', 'mx (34)', 'ni (8)', 'pa (1)', 'py (4)', 'pe (12)', 'uy (3)']"
10587,6S2OmqARrzebs0tKUEyXyp,Demi Lovato,23189982.0,81,"['dance pop', 'pop', 'post-teen pop', 'uk pop']","['us (15)', 'gb (10)', 'ar (4)', 'au (8)', 'at (8)', 'be (11)', 'bo (4)', 'br (25)', 'bg (15)', 'ca (14)', 'cl (4)', 'co (5)', 'cr (9)', 'cy (10)', 'cz (10)', 'dk (9)', 'do (9)', 'ec (5)', 'eg (2)', 'sv (5)', 'ee (13)', 'fi (8)', 'fr (4)', 'de (8)', 'gr (25)', 'gt (5)', 'hn (5)', 'hk (12)', 'hu (12)', 'is (9)', 'in (2)', 'id (4)', 'ie (11)', 'il (5)', 'it (5)', 'jp (2)', 'lv (11)', 'lt (14)', 'lu (10)', 'my (14)', 'mt (11)', 'mx (6)', 'ma (1)', 'nl (9)', 'nz (13)', 'ni (5)', 'no (16)', 'pa (8)', 'py (4)', 'pe (4)', 'ph (11)', 'pl (8)', 'pt (18)', 'ro (5)', 'sa (3)', 'sg (13)', 'sk (20)', 'za (3)', 'kr (2)', 'es (5)', 'se (11)', 'ch (8)', 'tw (15)', 'th (8)', 'tr (15)', 'ua (2)', 'ae (4)', 'uy (4)', 'vn (6)']"
6220,6jGMq4yGs7aQzuGsMgVgZR,Lil Tjay,5601876.0,81,"['brooklyn drill', 'melodic rap', 'nyc rap']","['us (17)', 'gb (11)', 'au (7)', 'at (4)', 'be (6)', 'bg (6)', 'ca (19)', 'cy (7)', 'cz (2)', 'dk (8)', 'do (1)', 'eg (1)', 'ee (3)', 'fi (4)', 'fr (2)', 'de (3)', 'gr (7)', 'hk (1)', 'hu (5)', 'is (9)', 'in (1)', 'ie (5)', 'il (3)', 'it (3)', 'jp (1)', 'lv (3)', 'lt (3)', 'lu (12)', 'my (1)', 'mt (2)', 'ma (1)', 'nl (8)', 'nz (5)', 'no (10)', 'pa (1)', 'ph (1)', 'pl (1)', 'pt (4)', 'ro (5)', 'ru (1)', 'sa (4)', 'sg (1)', 'sk (2)', 'za (6)', 'kr (2)', 'se (5)', 'ch (6)', 'tw (1)', 'th (1)', 'ua (1)', 'ae (6)', 'vn (1)']"
4264,7c0XG5cIJTrrAgEC3ULPiq,Ty Dolla $ign,4339428.0,81,"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul', 'urban contemporary']","['us (18)', 'gb (2)', 'au (5)', 'at (2)', 'be (2)', 'bg (12)', 'ca (17)', 'cy (3)', 'cz (2)', 'dk (4)', 'ee (4)', 'fi (3)', 'fr (1)', 'de (3)', 'gr (7)', 'hk (2)', 'hu (5)', 'is (2)', 'ie (2)', 'il (1)', 'lv (5)', 'lt (5)', 'lu (5)', 'my (1)', 'mt (2)', 'ma (1)', 'nl (2)', 'nz (7)', 'no (3)', 'ph (1)', 'pl (1)', 'pt (1)', 'ro (4)', 'ru (1)', 'sa (1)', 'sg (1)', 'sk (4)', 'za (3)', 'se (2)', 'ch (4)', 'tw (2)', 'tr (1)', 'ua (2)', 'ae (2)']"
16514,2RdwBSPQiwcmiDo9kixcl8,Pharrell Williams,4018182.0,81,"['hip hop', 'pop']","['us (6)', 'gb (6)', 'ar (3)', 'au (5)', 'at (4)', 'be (6)', 'bo (4)', 'br (5)', 'bg (5)', 'ca (6)', 'cl (2)', 'co (3)', 'cr (3)', 'cy (2)', 'cz (4)', 'dk (6)', 'do (3)', 'ec (3)', 'sv (4)', 'ee (5)', 'fi (3)', 'fr (11)', 'de (3)', 'gr (3)', 'gt (4)', 'hn (3)', 'hk (4)', 'hu (4)', 'is (5)', 'id (1)', 'ie (5)', 'il (2)', 'it (3)', 'jp (2)', 'lv (6)', 'lt (7)', 'lu (4)', 'my (4)', 'mt (4)', 'mx (3)', 'nl (6)', 'nz (5)', 'ni (2)', 'no (5)', 'pa (3)', 'py (3)', 'pe (2)', 'ph (4)', 'pl (5)', 'pt (3)', 'ro (2)', 'sg (4)', 'sk (4)', 'za (1)', 'kr (1)', 'es (3)', 'se (4)', 'ch (8)', 'tw (4)', 'th (1)', 'tr (4)', 'ae (1)', 'uy (4)', 'vn (1)']"
18507,0XwVARXT135rw8lyw1EeWP,Christian Nodal,12083328.0,81,"['mariachi', 'musica mexicana', 'nueva musica mexicana', 'ranchera']","['bo (17)', 'co (10)', 'cr (29)', 'do (1)', 'ec (6)', 'sv (14)', 'gt (31)', 'hn (25)', 'mx (31)', 'ni (22)', 'pa (4)']"
9190,07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,19935911.0,81,"['colombian pop', 'reggaeton colombiano']","['us (1)', 'gb (1)', 'ar (23)', 'bo (38)', 'bg (1)', 'ca (1)', 'cl (23)', 'co (30)', 'cr (22)', 'do (21)', 'ec (34)', 'sv (23)', 'gt (25)', 'hn (19)', 'is (1)', 'in (1)', 'ie (1)', 'lu (2)', 'mt (8)', 'mx (17)', 'ni (19)', 'pa (29)', 'py (25)', 'pe (30)', 'ph (1)', 'pt (3)', 'ro (1)', 'es (30)', 'ch (2)', 'uy (29)', 'ad (1)']"
4371,6TIYQ3jFPwQSRmorSezPxX,Machine Gun Kelly,4776291.0,81,['ohio hip hop'],"['us (37)', 'gb (18)', 'ar (1)', 'au (14)', 'at (16)', 'be (7)', 'bo (1)', 'br (1)', 'bg (11)', 'ca (32)', 'cl (1)', 'co (1)', 'cr (1)', 'cy (6)', 'cz (37)', 'dk (6)', 'do (1)', 'ec (1)', 'eg (1)', 'sv (1)', 'ee (20)', 'fi (16)', 'fr (2)', 'de (14)', 'gr (6)', 'gt (1)', 'hn (1)', 'hk (6)', 'hu (14)', 'is (6)', 'in (1)', 'id (4)', 'ie (8)', 'il (2)', 'it (1)', 'lv (11)', 'lt (7)', 'lu (9)', 'my (6)', 'mt (5)', 'mx (1)', 'nl (3)', 'nz (8)', 'ni (1)', 'no (13)', 'pa (1)', 'py (1)', 'pe (1)', 'ph (5)', 'pl (3)', 'pt (7)', 'ro (4)', 'ru (1)', 'sa (1)', 'sg (8)', 'sk (25)', 'za (10)', 'kr (1)', 'es (1)', 'se (8)', 'ch (8)', 'tw (6)', 'th (2)', 'tr (1)', 'ae (3)', 'uy (1)']"
9788,26dSoYclwsYLMAKD3tpOr4,Britney Spears,11288911.0,81,"['dance pop', 'pop']","['us (6)', 'gb (5)', 'ar (3)', 'au (4)', 'at (3)', 'be (5)', 'bo (1)', 'br (7)', 'bg (6)', 'ca (6)', 'cl (3)', 'co (3)', 'cr (3)', 'cy (3)', 'cz (5)', 'dk (5)', 'do (1)', 'ec (2)', 'sv (1)', 'ee (4)', 'fi (5)', 'fr (2)', 'de (4)', 'gr (6)', 'gt (1)', 'hn (1)', 'hk (4)', 'hu (5)', 'is (4)', 'id (2)', 'ie (5)', 'it (4)', 'jp (1)', 'lv (5)', 'lt (5)', 'lu (2)', 'my (6)', 'mt (2)', 'mx (4)', 'nl (2)', 'nz (3)', 'ni (1)', 'no (5)', 'pa (1)', 'py (1)', 'pe (3)', 'ph (3)', 'pl (5)', 'pt (7)', 'ro (1)', 'sa (1)', 'sg (5)', 'sk (5)', 'za (1)', 'kr (1)', 'es (2)', 'se (4)', 'ch (4)', 'tw (7)', 'tr (4)', 'ae (1)', 'uy (1)']"
15859,28gNT5KBp7IjEOQoevXf9N,Camilo,16371298.0,81,"['colombian pop', 'reggaeton colombiano']","['ar (21)', 'bo (21)', 'cl (20)', 'co (26)', 'cr (22)', 'do (22)', 'ec (20)', 'sv (18)', 'gt (24)', 'hn (20)', 'id (1)', 'it (1)', 'lu (2)', 'mx (20)', 'ma (1)', 'ni (20)', 'pa (22)', 'py (19)', 'pe (21)', 'pt (2)', 'ro (1)', 'es (18)', 'ch (2)', 'uy (22)', 'ad (6)']"
12643,718COspgdWOnwOFpJHRZHS,Luke Combs,7189885.0,81,"['contemporary country', 'country']","['us (30)', 'au (6)', 'ca (18)', 'ie (1)', 'nz (2)']"
11547,46SHBwWsqBkxI7EeeBEQG7,Kodak Black,8470773.0,81,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'trap']","['us (24)', 'gb (3)', 'au (5)', 'at (2)', 'be (4)', 'bg (9)', 'ca (15)', 'cr (1)', 'cy (6)', 'cz (3)', 'dk (2)', 'do (1)', 'sv (1)', 'ee (7)', 'fi (2)', 'fr (2)', 'de (2)', 'gr (9)', 'hn (1)', 'hk (2)', 'hu (4)', 'is (9)', 'id (1)', 'ie (5)', 'il (1)', 'it (1)', 'jp (1)', 'lv (9)', 'lt (7)', 'lu (9)', 'my (1)', 'mt (4)', 'ma (1)', 'nl (2)', 'nz (5)', 'no (6)', 'pa (1)', 'ph (1)', 'pl (2)', 'pt (4)', 'ro (6)', 'sa (1)', 'sg (2)', 'sk (4)', 'za (2)', 'es (1)', 'se (2)', 'ch (4)', 'tw (2)', 'th (1)', 'tr (1)', 'ae (2)', 'vn (1)']"
18239,3EiLUeyEcA6fbRPSHkG5kb,De La Ghetto,6242132.0,81,"['latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']","['ar (7)', 'bo (8)', 'bg (1)', 'cl (13)', 'co (12)', 'cr (3)', 'do (13)', 'ec (8)', 'sv (8)', 'gt (8)', 'hn (11)', 'mx (4)', 'ni (5)', 'pa (9)', 'py (9)', 'pe (9)', 'es (7)', 'uy (8)']"
3908,3wcj11K77LjEY1PkEazffa,Burna Boy,3271956.0,81,"['afro dancehall', 'dancehall', 'nigerian hip hop', 'nigerian pop']","['gb (5)', 'au (1)', 'be (2)', 'ca (2)', 'cy (5)', 'dk (3)', 'fi (1)', 'fr (3)', 'ie (2)', 'lu (3)', 'ma (1)', 'nl (8)', 'nz (1)', 'no (2)', 'pa (2)', 'za (30)', 'se (5)', 'ch (3)', 'ae (2)']"
15056,1dKdetem2xEmjgvyymzytS,Grupo Firme,7324502.0,81,"['musica mexicana', 'norteno', 'nueva musica mexicana', 'sierreno']","['sv (4)', 'gt (10)', 'hn (6)', 'mx (17)', 'ni (4)']"
15390,13ubrt8QOOCPljQ2FL1Kca,A$AP Rocky,11299781.0,81,"['east coast hip hop', 'hip hop', 'rap']","['us (43)', 'gb (16)', 'ar (1)', 'au (29)', 'at (6)', 'be (10)', 'br (2)', 'bg (20)', 'ca (40)', 'cl (1)', 'co (1)', 'cy (5)', 'cz (9)', 'dk (20)', 'ee (18)', 'fi (8)', 'fr (15)', 'de (19)', 'gr (13)', 'hk (2)', 'hu (8)', 'is (21)', 'ie (10)', 'il (3)', 'it (2)', 'lv (27)', 'lt (20)', 'lu (10)', 'my (2)', 'mt (3)', 'mx (1)', 'nl (7)', 'nz (35)', 'no (21)', 'ph (2)', 'pl (24)', 'pt (4)', 'ro (13)', 'ru (2)', 'sg (2)', 'sk (18)', 'za (2)', 'kr (1)', 'es (2)', 'se (8)', 'ch (33)', 'tw (2)', 'tr (2)', 'ua (3)', 'ae (1)']"
4735,3fMbdgg4jU18AjLCKBhRSm,Michael Jackson,24070351.0,81,"['pop', 'r&b', 'soul']","['us (2)', 'gb (4)', 'ar (1)', 'au (3)', 'at (2)', 'be (2)', 'br (3)', 'bg (1)', 'ca (3)', 'cl (1)', 'co (2)', 'cr (1)', 'cz (2)', 'dk (2)', 'ec (1)', 'sv (1)', 'ee (2)', 'fr (4)', 'de (2)', 'gr (2)', 'gt (1)', 'hn (1)', 'hk (1)', 'hu (2)', 'is (3)', 'ie (3)', 'it (1)', 'lv (2)', 'lt (2)', 'lu (1)', 'my (1)', 'mt (1)', 'mx (1)', 'nl (2)', 'nz (4)', 'pe (2)', 'ph (1)', 'pl (3)', 'pt (2)', 'ro (1)', 'sa (1)', 'sg (1)', 'sk (2)', 'es (2)', 'se (1)', 'ch (2)', 'tw (2)', 'tr (2)', 'uy (1)']"
2171,3p7PcrEHaaKLJnPUGOtRlT,Henrique & Juliano,16541414.0,81,"['arrocha', 'sertanejo universitario']","['br (87)', 'py (5)', 'pt (2)']"
7603,7FNnA9vBm6EKceENgCGRMb,Anitta,12159259.0,81,"['funk carioca', 'funk pop', 'pagode baiano', 'pop nacional']","['us (3)', 'ar (9)', 'at (1)', 'be (2)', 'bo (12)', 'br (54)', 'bg (3)', 'ca (3)', 'cl (9)', 'co (8)', 'cr (5)', 'cy (3)', 'cz (1)', 'do (6)', 'ec (10)', 'sv (5)', 'ee (2)', 'fr (1)', 'de (2)', 'gr (3)', 'gt (7)', 'hn (5)', 'hk (2)', 'hu (3)', 'is (1)', 'id (1)', 'ie (2)', 'il (1)', 'it (2)', 'jp (1)', 'lv (2)', 'lt (3)', 'lu (5)', 'my (1)', 'mt (1)', 'mx (5)', 'ma (1)', 'nl (1)', 'nz (1)', 'ni (5)', 'pa (11)', 'py (12)', 'pe (10)', 'pl (1)', 'pt (34)', 'ro (3)', 'sg (1)', 'sk (2)', 'kr (1)', 'es (10)', 'se (2)', 'ch (3)', 'tw (3)', 'th (1)', 'tr (1)', 'ae (2)', 'uy (12)', 'ad (1)']"
7323,1elUiq4X7pxej6FRlrEzjM,Jorge & Mateus,17262357.0,81,"['arrocha', 'sertanejo', 'sertanejo universitario']","['br (74)', 'py (1)', 'pt (4)']"
11527,4Uc8Dsxct0oMqx0P6i60ea,Conan Gray,6498675.0,81,"['bedroom pop', 'pop']","['us (6)', 'gb (2)', 'ar (1)', 'au (3)', 'at (1)', 'be (1)', 'bo (1)', 'br (1)', 'bg (2)', 'ca (5)', 'cl (1)', 'co (1)', 'cr (1)', 'cy (2)', 'cz (1)', 'dk (1)', 'do (1)', 'ec (1)', 'eg (1)', 'sv (1)', 'ee (3)', 'fi (1)', 'fr (1)', 'de (1)', 'gr (1)', 'gt (1)', 'hn (1)', 'hk (5)', 'hu (1)', 'is (1)', 'in (1)', 'id (2)', 'ie (3)', 'il (1)', 'it (1)', 'lv (2)', 'lt (2)', 'lu (1)', 'my (8)', 'mt (1)', 'mx (1)', 'ma (1)', 'nl (1)', 'nz (3)', 'ni (1)', 'no (2)', 'pa (1)', 'py (1)', 'pe (1)', 'ph (4)', 'pl (1)', 'pt (2)', 'ro (2)', 'sa (6)', 'sg (10)', 'sk (1)', 'za (2)', 'kr (9)', 'es (1)', 'se (1)', 'ch (1)', 'tw (4)', 'th (6)', 'ua (1)', 'ae (5)', 'uy (1)', 'vn (2)']"
3493,2IMZYfNi21MGqxopj9fWx8,Rels B,4052147.0,81,"['r&b en espanol', 'spanish hip hop', 'trap latino', 'urbano espanol']","['ar (3)', 'bo (4)', 'cl (2)', 'co (2)', 'cr (2)', 'do (1)', 'ec (4)', 'sv (3)', 'gt (3)', 'hn (2)', 'mx (13)', 'ni (2)', 'pa (1)', 'py (2)', 'pe (4)', 'es (38)', 'uy (2)']"
2715,0fA0VVWsXO9YnASrzqfmYu,Kid Cudi,6000043.0,81,"['hip hop', 'ohio hip hop', 'rap']","['us (28)', 'gb (4)', 'au (4)', 'at (1)', 'be (3)', 'bg (8)', 'ca (21)', 'co (1)', 'cy (2)', 'dk (2)', 'eg (6)', 'ee (9)', 'fi (2)', 'fr (4)', 'de (2)', 'gr (2)', 'hn (1)', 'hu (2)', 'is (13)', 'ie (6)', 'il (1)', 'lv (14)', 'lt (6)', 'lu (4)', 'ma (5)', 'nl (1)', 'nz (4)', 'ni (1)', 'no (4)', 'pe (1)', 'pt (2)', 'ro (4)', 'ru (3)', 'sa (4)', 'sk (2)', 'za (11)', 'ch (4)', 'ua (2)', 'ae (10)']"
14496,7jVv8c5Fj3E9VhNjxT4snq,Lil Nas X,11793779.0,81,"['lgbtq+ hip hop', 'pop']","['us (28)', 'gb (21)', 'ar (6)', 'au (21)', 'at (11)', 'be (17)', 'bo (6)', 'br (13)', 'bg (24)', 'ca (25)', 'cl (4)', 'co (5)', 'cr (7)', 'cy (17)', 'cz (12)', 'dk (17)', 'do (6)', 'ec (5)', 'eg (10)', 'sv (7)', 'ee (24)', 'fi (15)', 'fr (15)', 'de (11)', 'gr (16)', 'gt (7)', 'hn (7)', 'hk (12)', 'hu (18)', 'is (24)', 'in (10)', 'id (7)', 'ie (21)', 'il (14)', 'it (8)', 'jp (5)', 'lv (17)', 'lt (19)', 'lu (21)', 'my (11)', 'mt (8)', 'mx (5)', 'ma (12)', 'nl (11)', 'nz (20)', 'ni (6)', 'no (19)', 'pa (9)', 'py (6)', 'pe (4)', 'ph (11)', 'pl (9)', 'pt (22)', 'ro (19)', 'ru (5)', 'sa (15)', 'sg (12)', 'sk (16)', 'za (21)', 'kr (8)', 'es (6)', 'se (12)', 'ch (15)', 'tw (11)', 'th (10)', 'tr (5)', 'ua (5)', 'ae (18)', 'uy (5)', 'vn (10)']"
13461,7pbDxGE6nQSZVfiFdq9lOL,Rex Orange County,4558498.0,81,"['bedroom pop', 'pop']","['us (5)', 'gb (5)', 'au (4)', 'ca (1)', 'id (7)', 'my (3)', 'ph (5)', 'sg (4)', 'kr (1)', 'ae (2)']"
784,64M6ah0SkkRsnPGtGiRAbb,Bebe Rexha,7531004.0,81,"['dance pop', 'electropop', 'pop', 'post-teen pop', 'uk pop']","['us (10)', 'gb (6)', 'au (9)', 'at (9)', 'be (9)', 'bo (3)', 'br (3)', 'bg (13)', 'ca (13)', 'co (3)', 'cr (3)', 'cy (8)', 'cz (10)', 'dk (6)', 'do (2)', 'ec (2)', 'eg (3)', 'sv (3)', 'ee (12)', 'fi (13)', 'fr (4)', 'de (6)', 'gr (11)', 'gt (3)', 'hn (3)', 'hk (12)', 'hu (14)', 'is (9)', 'id (8)', 'ie (9)', 'il (4)', 'it (4)', 'jp (1)', 'lv (11)', 'lt (14)', 'lu (9)', 'my (14)', 'mt (10)', 'mx (2)', 'nl (7)', 'nz (9)', 'ni (2)', 'no (18)', 'pa (4)', 'py (3)', 'ph (11)', 'pl (10)', 'pt (8)', 'ro (6)', 'sa (4)', 'sg (13)', 'sk (13)', 'za (3)', 'kr (1)', 'es (4)', 'se (10)', 'ch (11)', 'tw (17)', 'th (7)', 'tr (6)', 'ae (4)', 'uy (2)', 'vn (7)']"
6617,5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,18938341.0,81,"['dance pop', 'pop']","['us (23)', 'gb (18)', 'ar (9)', 'au (12)', 'at (11)', 'be (12)', 'bo (4)', 'br (10)', 'bg (14)', 'ca (19)', 'cl (5)', 'co (5)', 'cr (7)', 'cy (12)', 'cz (12)', 'dk (11)', 'do (5)', 'ec (4)', 'eg (5)', 'sv (5)', 'ee (13)', 'fi (14)', 'fr (6)', 'de (11)', 'gr (12)', 'gt (3)', 'hn (4)', 'hk (8)', 'hu (14)', 'is (11)', 'in (3)', 'id (2)', 'ie (19)', 'il (5)', 'it (6)', 'jp (4)', 'lv (13)', 'lt (16)', 'lu (8)', 'my (10)', 'mt (7)', 'mx (6)', 'ma (4)', 'nl (10)', 'nz (15)', 'ni (7)', 'no (17)', 'pa (5)', 'py (4)', 'pe (4)', 'ph (10)', 'pl (17)', 'pt (10)', 'ro (7)', 'ru (3)', 'sa (5)', 'sg (10)', 'sk (13)', 'za (6)', 'kr (1)', 'es (8)', 'se (12)', 'ch (12)', 'tw (12)', 'th (6)', 'tr (5)', 'ua (3)', 'ae (6)', 'uy (6)', 'vn (6)', 'ad (1)']"
11298,43ZHCT0cAZBISjO8DG9PnE,Elvis Presley,7191838.0,81,"['rock-and-roll', 'rockabilly']","['us (2)', 'gb (3)', 'au (1)', 'at (2)', 'be (3)', 'bg (1)', 'ca (3)', 'cy (1)', 'cz (1)', 'dk (1)', 'ee (3)', 'fi (1)', 'fr (1)', 'gr (1)', 'hk (1)', 'hu (3)', 'is (3)', 'id (1)', 'ie (2)', 'it (2)', 'lv (3)', 'lt (3)', 'lu (3)', 'my (1)', 'mt (3)', 'mx (1)', 'nl (3)', 'nz (1)', 'no (2)', 'pl (3)', 'pt (1)', 'ro (1)', 'sg (1)', 'sk (1)', 'za (1)', 'es (2)', 'se (3)', 'ch (2)', 'ae (1)']"
3792,4SsVbpTthjScTS7U2hmr1X,Arcangel,8825949.0,81,"['latin hip hop', 'reggaeton', 'trap latino']","['ar (13)', 'bo (13)', 'cl (32)', 'co (22)', 'cr (10)', 'do (65)', 'ec (16)', 'sv (17)', 'gt (19)', 'hn (25)', 'mt (1)', 'mx (8)', 'ni (15)', 'pa (25)', 'py (19)', 'pe (16)', 'es (15)', 'uy (14)']"
7598,07YZf4WDAMNwqr4jfgOZ8y,Jason Derulo,11522281.0,80,"['dance pop', 'pop', 'pop rap', 'post-teen pop']","['us (16)', 'gb (17)', 'ar (10)', 'au (19)', 'at (19)', 'be (18)', 'bo (10)', 'br (7)', 'bg (16)', 'ca (17)', 'cl (7)', 'co (7)', 'cr (7)', 'cy (13)', 'cz (17)', 'dk (20)', 'do (8)', 'ec (8)', 'eg (1)', 'sv (9)', 'ee (19)', 'fi (20)', 'fr (14)', 'de (19)', 'gr (15)', 'gt (10)', 'hn (7)', 'hk (14)', 'hu (18)', 'is (14)', 'in (1)', 'id (6)', 'ie (18)', 'il (6)', 'it (15)', 'jp (5)', 'lv (17)', 'lt (20)', 'lu (17)', 'my (15)', 'mt (14)', 'mx (7)', 'ma (1)', 'nl (21)', 'nz (17)', 'ni (5)', 'no (22)', 'pa (10)', 'py (8)', 'pe (7)', 'ph (14)', 'pl (17)', 'pt (14)', 'ro (7)', 'sa (3)', 'sg (17)', 'sk (18)', 'za (4)', 'kr (1)', 'es (15)', 'se (19)', 'ch (19)', 'tw (16)', 'th (5)', 'tr (9)', 'ua (1)', 'ae (4)', 'uy (9)', 'vn (2)', 'ad (1)']"
